  dRA*cosD, d(DEC)/dt,  hEcl-Lon,hEcl-Lat,                r,       rdot,             delta,     deldot,       VmagSn,     VmagOb,     S-O-T,      PlAng,aid,RA_Hours,RA_Minutes,RA_Seconds,DEC_Degrees,DEC_Minutes,DEC_Seconds,Date
132.2555,-12.969,130.8318,-3.1965,1.083109212,2.0695645,1.86221419,4.4533489,26.0054933,50.054335,28.4064,-1.41024,1.1,7,2,10.22,20,48,2.8,07-06-2010
131.9334,-13.7223,131.6241,-3.1832,1.084281803,1.9910425,1.864769524,4.3949361,25.9714151,50.0257346,28.3347,-1.42712,1.1,7,5,56.25,20,42,42.5,08-06-2010
131.6146,-14.4677,132.4146,-3.1693,1.085408984,1.9123089,1.867290549,4.3345409,25.938684,49.9984906,28.2614,-1.44357,1.1,7,9,41.59,20,37,4.1,09-06-2010
131.2989,-15.2051,133.2035,-3.1549,1.086490634,1.8333737,1.869776118,4.2721627,25.9073003,49.9724913,28.1868,-1.45959,1.1,7,13,26.25,20,31,8,10-06-2010
130.9862,-15.9343,133.9909,-3.1399,1.087526641,1.7542469,1.872225092,4.2078235,25.877264,49.9476097,28.1108,-1.47518,1.1,7,17,10.23,20,24,54.2,11-06-2010
130.6762,-16.6553,134.7767,-3.1243,1.088516895,1.6749382,1.874636353,4.141579,25.8485752,49.9237114,28.0334,-1.49033,1.1,7,20,53.52,20,18,23.1,12-06-2010
130.3687,-17.3678,135.5612,-3.1082,1.089461296,1.5954571,1.877008825,4.0735273,25.8212339,49.9006684,27.9548,-1.50504,1.1,7,24,36.13,20,11,34.7,13-06-2010
130.0636,-18.0719,136.3443,-3.0915,1.090359746,1.5158131,1.879341504,4.0038106,25.7952403,49.8783779,27.875,-1.51932,1.1,7,28,18.06,20,4,29.4,14-06-2010
129.7609,-18.7673,137.1261,-3.0743,1.091212154,1.4360153,1.881633478,3.9326069,25.7705942,49.85678,27.794,-1.53316,1.1,7,31,59.29,19,57,7.3,15-06-2010
129.4605,-19.4541,137.9067,-3.0565,1.092018433,1.3560729,1.883883946,3.8601126,25.7472959,49.8358699,27.7119,-1.54657,1.1,7,35,39.84,19,49,28.7,16-06-2010
129.1629,-20.1322,138.6862,-3.0382,1.092778503,1.2759947,1.886092217,3.7865209,25.7253451,49.8156986,27.6286,-1.55953,1.1,7,39,19.69,19,41,33.7,17-06-2010
128.8682,-20.8017,139.4645,-3.0194,1.093492287,1.1957895,1.88825771,3.7120023,25.704742,49.7963644,27.5444,-1.57206,1.1,7,42,58.84,19,33,22.5,18-06-2010
128.577,-21.4626,140.2419,-3,1.094159715,1.1154659,1.890379929,3.6366912,25.6854866,49.7779978,27.4591,-1.58416,1.1,7,46,37.32,19,24,55.3,19-06-2010
128.2898,-22.1151,141.0183,-2.9801,1.094780721,1.0350326,1.892458445,3.560681,25.6675787,49.7607452,27.3729,-1.59581,1.1,7,50,15.1,19,16,12.3,20-06-2010
128.0069,-22.7592,141.7939,-2.9597,1.095355244,0.9544978,1.894492872,3.4840251,25.6510185,49.7447551,27.2857,-1.60703,1.1,7,53,52.21,19,7,13.8,21-06-2010
127.7288,-23.3952,142.5686,-2.9387,1.095883228,0.8738699,1.896482844,3.4067406,25.6358058,49.7301679,27.1975,-1.61781,1.1,7,57,28.65,18,57,59.8,22-06-2010
127.4561,-24.0231,143.3426,-2.9173,1.096364621,0.7931571,1.898427995,3.3288144,25.6219406,49.7171089,27.1085,-1.62816,1.1,8,1,4.43,18,48,30.7,23-06-2010
127.1889,-24.6432,144.116,-2.8953,1.096799376,0.7123677,1.900327945,3.2502089,25.6094229,49.705683,27.0187,-1.63806,1.1,8,4,39.55,18,38,46.7,24-06-2010
126.9277,-25.2555,144.8887,-2.8728,1.097187452,0.6315095,1.902182286,3.1708684,25.5982527,49.6959722,26.928,-1.64753,1.1,8,8,14.01,18,28,47.8,25-06-2010
126.6728,-25.8601,145.6609,-2.8498,1.097528811,0.5505906,1.903990574,3.0907253,25.5884298,49.6880336,26.8365,-1.65655,1.1,8,11,47.83,18,18,34.4,26-06-2010
126.4242,-26.4571,146.4325,-2.8263,1.097823421,0.469619,1.905752325,3.009707,25.5799544,49.6818998,26.7442,-1.66513,1.1,8,15,21.01,18,8,6.5,27-06-2010
126.1822,-27.0466,147.2038,-2.8024,1.098071252,0.3886025,1.907467013,2.9277413,25.5728263,49.6775813,26.6511,-1.67327,1.1,8,18,53.57,17,57,24.4,28-06-2010
125.9468,-27.6287,147.9748,-2.7779,1.098272283,0.307549,1.90913407,2.8447614,25.5670455,49.6750697,26.5574,-1.68096,1.1,8,22,25.5,17,46,28.3,29-06-2010
125.7181,-28.2033,148.7454,-2.7529,1.098426492,0.2264662,1.910752893,2.7607084,25.5626121,49.6743426,26.4629,-1.68821,1.1,8,25,56.82,17,35,18.3,30-06-2010
125.4961,-28.7706,149.5159,-2.7274,1.098533866,0.1453619,1.912322848,2.675532,25.5595259,49.6753681,26.3678,-1.695,1.1,8,29,27.55,17,23,54.7,01-07-2010
125.2809,-29.3306,150.2861,-2.7015,1.098594395,0.0642439,1.913843273,2.5891895,25.557787,49.6781079,26.2721,-1.70135,1.1,8,32,57.68,17,12,17.4,02-07-2010
125.0724,-29.8832,151.0563,-2.675,1.098608072,-0.01688,1.915313484,2.5016434,25.5573954,49.6825198,26.1758,-1.70726,1.1,8,36,27.23,17,0,26.9,03-07-2010
124.8706,-30.4286,151.8265,-2.6481,1.098574897,-0.0980023,1.916732775,2.4128585,25.558351,49.6885576,26.0789,-1.71271,1.1,8,39,56.22,16,48,23.1,04-07-2010
124.6756,-30.9666,152.5968,-2.6207,1.098494873,-0.1791151,1.918100421,2.3227992,25.5606539,49.6961693,25.9816,-1.71771,1.1,8,43,24.66,16,36,6.3,05-07-2010
124.4873,-31.4974,153.3671,-2.5928,1.098368007,-0.2602107,1.919415674,2.2314285,25.5643041,49.7052931,25.8837,-1.72226,1.1,8,46,52.55,16,23,36.7,06-07-2010
124.3056,-32.021,154.1376,-2.5644,1.098194312,-0.3412813,1.920677767,2.1387088,25.5693016,49.7158521,25.7854,-1.72636,1.1,8,50,19.91,16,10,54.4,07-07-2010
124.1304,-32.5372,154.9084,-2.5356,1.097973803,-0.4223192,1.921885911,2.044607,25.5756464,49.7277486,25.6867,-1.73001,1.1,8,53,46.76,15,57,59.7,08-07-2010
123.9616,-33.046,155.6794,-2.5063,1.097706503,-0.5033166,1.9230393,1.9491041,25.5833385,49.7408604,25.5877,-1.73321,1.1,8,57,13.1,15,44,52.6,09-07-2010
123.7988,-33.5473,156.4509,-2.4765,1.097392437,-0.5842656,1.924137126,1.8522086,25.592378,49.7550414,25.4884,-1.73596,1.1,9,0,38.94,15,31,33.4,10-07-2010
123.6418,-34.0411,157.2228,-2.4462,1.097031635,-0.6651583,1.925178598,1.7539723,25.6027648,49.7701314,25.3888,-1.73826,1.1,9,4,4.3,15,18,2.2,11-07-2010
123.4904,-34.5272,157.9952,-2.4155,1.096624132,-0.7459868,1.926162968,1.6545019,25.614499,49.7859749,25.289,-1.74012,1.1,9,7,29.17,15,4,19.3,12-07-2010
123.3444,-35.0055,158.7681,-2.3843,1.096169967,-0.826743,1.92708957,1.5539598,25.6275806,49.8024467,25.189,-1.74153,1.1,9,10,53.58,14,50,24.9,13-07-2010
123.2037,-35.4759,159.5417,-2.3527,1.095669184,-0.9074189,1.92795784,1.4525497,25.6420097,49.819477,25.0889,-1.7425,1.1,9,14,17.52,14,36,19.1,14-07-2010
123.0683,-35.9386,160.316,-2.3206,1.095121832,-0.9880062,1.928767341,1.3504901,25.6577862,49.8370643,24.9887,-1.74302,1.1,9,17,41.02,14,22,2.2,15-07-2010
122.9385,-36.3936,161.0911,-2.2881,1.094527965,-1.0684968,1.929517758,1.2479842,25.6749101,49.8552732,24.8885,-1.74311,1.1,9,21,4.07,14,7,34.2,16-07-2010
122.8147,-36.841,161.867,-2.2551,1.093887641,-1.1488822,1.930208882,1.1451975,25.6933816,49.8742175,24.7883,-1.74276,1.1,9,24,26.7,13,52,55.3,17-07-2010
122.6973,-37.281,162.6438,-2.2216,1.093200922,-1.229154,1.930840589,1.0422474,25.7132006,49.8940378,24.6881,-1.74198,1.1,9,27,48.91,13,38,5.8,18-07-2010
122.5867,-37.714,163.4216,-2.1877,1.092467877,-1.3093036,1.931412806,0.9392039,25.7343671,49.9148812,24.5881,-1.74075,1.1,9,31,10.73,13,23,5.8,19-07-2010
122.4834,-38.1399,164.2005,-2.1533,1.09168858,-1.3893223,1.931925489,0.8360979,25.7568811,49.9368876,24.4881,-1.7391,1.1,9,34,32.16,13,7,55.5,20-07-2010
122.3876,-38.5591,164.9804,-2.1185,1.090863107,-1.4692012,1.932378604,0.7329305,25.7807426,49.9601816,24.3882,-1.73701,1.1,9,37,53.22,12,52,35.1,21-07-2010
122.2998,-38.9716,165.7615,-2.0832,1.089991543,-1.5489315,1.93277211,0.6296815,25.8059516,49.9848701,24.2886,-1.73448,1.1,9,41,13.93,12,37,4.6,22-07-2010
122.2202,-39.3776,166.5439,-2.0475,1.089073976,-1.6285039,1.933105952,0.5263159,25.832508,50.0110417,24.1891,-1.73152,1.1,9,44,34.3,12,21,24.3,23-07-2010
122.149,-39.7773,167.3276,-2.0114,1.088110499,-1.7079091,1.933380048,0.4227884,25.860412,50.0387675,24.0898,-1.72813,1.1,9,47,54.35,12,5,34.4,24-07-2010
122.0866,-40.1706,168.1127,-1.9748,1.087101213,-1.7871378,1.933594291,0.3190467,25.8896632,50.0681017,23.9908,-1.7243,1.1,9,51,14.09,11,49,35,25-07-2010
122.033,-40.5578,168.8992,-1.9378,1.08604622,-1.8661802,1.93374854,0.2150348,25.9202618,50.0990819,23.892,-1.72004,1.1,9,54,33.53,11,33,26.2,26-07-2010
121.9884,-40.9387,169.6873,-1.9003,1.084945633,-1.9450266,1.933842623,0.1106952,25.9522076,50.1317307,23.7936,-1.71535,1.1,9,57,52.7,11,17,8.2,27-07-2010
121.953,-41.3135,170.477,-1.8624,1.083799567,-2.0236669,1.933876334,0.0059715,25.9855006,50.1660569,23.6955,-1.71022,1.1,10,1,11.61,11,0,41.2,28-07-2010
121.9267,-41.6822,171.2683,-1.824,1.082608144,-2.1020909,1.933849437,-0.0991902,26.0201405,50.2020573,23.5977,-1.70466,1.1,10,4,30.29,10,44,5.2,29-07-2010
121.9097,-42.0448,172.0614,-1.7852,1.081371492,-2.1802882,1.933761662,-0.2048405,26.0561272,50.239719,23.5004,-1.69867,1.1,10,7,48.74,10,27,20.5,30-07-2010
121.902,-42.4013,172.8563,-1.746,1.080089745,-2.258248,1.933612713,-0.3110272,26.0934606,50.279021,23.4035,-1.69224,1.1,10,11,6.99,10,10,27.1,31-07-2010
121.9036,-42.7517,173.6531,-1.7064,1.078763042,-2.3359596,1.933402269,-0.4177965,26.1321404,50.3199359,23.307,-1.68538,1.1,10,14,25.07,9,53,25.3,01-08-2010
121.9146,-43.096,174.4518,-1.6663,1.077391532,-2.4134116,1.933129978,-0.5251951,26.1721663,50.3624289,23.2111,-1.67809,1.1,10,17,42.98,9,36,15.1,02-08-2010
121.935,-43.434,175.2526,-1.6258,1.075975366,-2.4905928,1.932795463,-0.6332721,26.2135381,50.406456,23.1157,-1.67037,1.1,10,21,0.76,9,18,56.7,03-08-2010
121.9647,-43.7659,176.0555,-1.5848,1.074514705,-2.5674913,1.932398318,-0.7420797,26.2562555,50.4519597,23.0209,-1.66223,1.1,10,24,18.41,9,1,30.2,04-08-2010
122.0036,-44.0914,176.8606,-1.5435,1.073009715,-2.6440953,1.931938104,-0.8516713,26.3003179,50.4988631,22.9267,-1.65365,1.1,10,27,35.96,8,43,55.8,05-08-2010
122.0516,-44.4105,177.6679,-1.5017,1.071460569,-2.7203924,1.931414355,-0.962096,26.3457251,50.5470626,22.8331,-1.64464,1.1,10,30,53.43,8,26,13.7,06-08-2010
122.1086,-44.723,178.4776,-1.4595,1.06986745,-2.7963701,1.930826578,-1.0733866,26.3924765,50.5964228,22.7403,-1.63522,1.1,10,34,10.84,8,8,24,07-08-2010
122.1742,-45.0287,179.2897,-1.4169,1.068230544,-2.8720156,1.930174272,-1.1855429,26.4405716,50.6467771,22.6482,-1.62537,1.1,10,37,28.2,7,50,26.9,08-08-2010
122.2481,-45.3275,180.1043,-1.3738,1.066550048,-2.9473155,1.929456949,-1.2985131,26.4900098,50.6979389,22.5569,-1.6151,1.1,10,40,45.52,7,32,22.5,09-08-2010
122.33,-45.6191,180.9215,-1.3303,1.064826164,-3.0222563,1.928674168,-1.412181,26.5407903,50.7497245,22.4664,-1.60441,1.1,10,44,2.84,7,14,11.1,10-08-2010
122.4197,-45.9033,181.7413,-1.2865,1.063059105,-3.0968242,1.927825575,-1.5263678,26.5929124,50.8019857,22.3769,-1.59331,1.1,10,47,20.15,6,55,52.8,11-08-2010
122.517,-46.1801,182.5639,-1.2422,1.061249089,-3.1710048,1.926910935,-1.640853,26.6463752,50.8546383,22.2883,-1.5818,1.1,10,50,37.48,6,37,27.8,12-08-2010
122.6221,-46.4495,183.3893,-1.1975,1.059396345,-3.2447835,1.925930139,-1.7554082,26.7011779,50.9076755,22.2007,-1.56988,1.1,10,53,54.85,6,18,56.2,13-08-2010
122.7353,-46.7115,184.2176,-1.1524,1.057501109,-3.3181451,1.924883209,-1.8698312,26.7573194,50.9611613,22.1142,-1.55756,1.1,10,57,12.27,6,0,18.3,14-08-2010
122.8568,-46.9663,185.0488,-1.1069,1.055563626,-3.3910744,1.923770268,-1.9839681,26.8147985,51.0152078,22.0287,-1.54484,1.1,11,0,29.78,5,41,34.1,15-08-2010
122.9871,-47.2141,185.8831,-1.0609,1.05358415,-3.4635552,1.922591512,-2.0977185,26.8736141,51.0699489,21.9444,-1.53171,1.1,11,3,47.38,5,22,43.9,16-08-2010
123.1266,-47.4549,186.7206,-1.0146,1.051562946,-3.5355714,1.921347182,-2.2110289,26.9337647,51.1255184,21.8613,-1.51819,1.1,11,7,5.11,5,3,47.8,17-08-2010
123.2756,-47.6888,187.5613,-0.9679,1.049500286,-3.6071062,1.920037539,-2.3238806,26.9952489,51.1820381,21.7793,-1.50427,1.1,11,10,22.96,4,44,45.9,18-08-2010
123.4345,-47.9159,188.4054,-0.9208,1.047396454,-3.6781422,1.918662847,-2.436278,27.058065,51.239612,21.6986,-1.48995,1.1,11,13,40.98,4,25,38.6,19-08-2010
123.6036,-48.1363,189.2528,-0.8733,1.045251741,-3.7486619,1.917223364,-2.5482395,27.1222114,51.298327,21.6192,-1.47524,1.1,11,16,59.17,4,6,25.9,20-08-2010
123.7832,-48.35,190.1037,-0.8254,1.043066453,-3.8186469,1.915719335,-2.6597923,27.187686,51.3582548,21.5411,-1.46013,1.1,11,20,17.56,3,47,8,21-08-2010
123.9734,-48.5569,190.9583,-0.7771,1.040840902,-3.8880786,1.914150985,-2.7709691,27.2544868,51.4194538,21.4643,-1.44463,1.1,11,23,36.18,3,27,45,22-08-2010
124.1745,-48.757,191.8165,-0.7285,1.038575415,-3.9569377,1.912518522,-2.8818074,27.3226115,51.4819716,21.3889,-1.42873,1.1,11,26,55.03,3,8,17.2,23-08-2010
124.3867,-48.9503,192.6784,-0.6794,1.036270327,-4.0252044,1.910822129,-2.9923486,27.3920578,51.5458452,21.3148,-1.41245,1.1,11,30,14.15,2,48,44.7,24-08-2010
124.6102,-49.1367,193.5442,-0.63,1.033925986,-4.0928582,1.909061964,-3.1026374,27.4628229,51.6111015,21.2423,-1.39577,1.1,11,33,33.57,2,29,7.6,25-08-2010
124.845,-49.3161,194.414,-0.5802,1.031542753,-4.1598784,1.907238161,-3.2127217,27.5349039,51.6777574,21.1712,-1.37871,1.1,11,36,53.3,2,9,26.1,26-08-2010
125.0914,-49.4884,195.2878,-0.53,1.029120999,-4.2262433,1.905350823,-3.3226512,27.6082979,51.7458196,21.1016,-1.36126,1.1,11,40,13.37,1,49,40.5,27-08-2010
125.3494,-49.6535,196.1658,-0.4795,1.02666111,-4.2919309,1.903400024,-3.4324775,27.6830016,51.8152852,21.0336,-1.34342,1.1,11,43,33.81,1,29,50.7,28-08-2010
125.6191,-49.8113,197.048,-0.4287,1.024163482,-4.3569183,1.901385809,-3.5422533,27.7590112,51.8861413,20.9671,-1.32519,1.1,11,46,54.64,1,9,57.1,29-08-2010
125.9006,-49.9616,197.9345,-0.3774,1.021628528,-4.4211821,1.899308191,-3.6520334,27.836323,51.9583656,20.9023,-1.30659,1.1,11,50,15.89,0,49,59.8,30-08-2010
126.1939,-50.1042,198.8255,-0.3258,1.019056671,-4.4846983,1.897167151,-3.7618753,27.914933,52.031925,20.8392,-1.2876,1.1,11,53,37.58,0,29,59,31-08-2010
126.4991,-50.239,199.721,-0.2739,1.016448351,-4.547442,1.894962636,-3.8718402,27.9948365,52.1067736,20.7777,-1.26824,1.1,11,56,59.75,0,9,54.8,01-09-2010
126.816,-50.3657,200.6211,-0.2217,1.013804022,-4.609388,1.892694557,-3.9819929,28.076029,52.1828477,20.718,-1.2485,1.1,12,0,22.41,0,10,12.6,02-09-2010
127.1447,-50.4841,201.526,-0.1691,1.011124151,-4.6705099,1.890362785,-4.0923991,28.1585054,52.2600599,20.6601,-1.22838,1.1,12,3,45.6,0,30,22.9,03-09-2010
127.4849,-50.5939,202.4357,-0.1162,1.008409221,-4.7307809,1.887967157,-4.2031181,28.2422601,52.3382917,20.6041,-1.2079,1.1,12,7,9.33,0,50,36,04-09-2010
127.8365,-50.6947,203.3503,-0.0629,1.005659734,-4.7901733,1.885507479,-4.3141903,28.3272875,52.4173878,20.5499,-1.18705,1.1,12,10,33.64,-1,10,51.5,05-09-2010
128.199,-50.7861,204.27,-0.0094,1.002876203,-4.8486587,1.882983544,-4.4256188,28.4135813,52.4971574,20.4977,-1.16584,1.1,12,13,58.53,-1,31,9.4,06-09-2010
128.5722,-50.8679,205.1948,0.0444,1.000059162,-4.906208,1.880395158,-4.5373503,28.5011348,52.5773866,20.4475,-1.14427,1.1,12,17,24.05,-1,51,29.3,07-09-2010
128.9557,-50.9397,206.1249,0.0986,0.997209159,-4.962791,1.877742177,-4.6492644,28.589941,52.6578643,20.3993,-1.12234,1.1,12,20,50.2,-2,11,51.1,08-09-2010
129.3491,-51.001,207.0604,0.153,0.994326761,-5.018377,1.875024548,-4.7611778,28.6799924,52.738416,20.3532,-1.10007,1.1,12,24,17.02,-2,32,14.4,09-09-2010
129.7523,-51.0518,208.0013,0.2077,0.991412554,-5.0729343,1.872242331,-4.8728701,28.7712809,52.818933,20.3093,-1.07745,1.1,12,27,44.54,-2,52,39,10-09-2010
130.1655,-51.0918,208.9478,0.2626,0.988467141,-5.1264304,1.869395721,-4.9841187,28.863798,52.8993846,20.2677,-1.05449,1.1,12,31,12.77,-3,13,4.8,11-09-2010
130.5888,-51.121,209.9,0.3179,0.985491144,-5.1788319,1.866485031,-5.0947322,28.9575346,52.9798088,20.2283,-1.03118,1.1,12,34,41.74,-3,33,31.4,12-09-2010
131.0226,-51.1393,210.8581,0.3733,0.982485205,-5.2301045,1.86351067,-5.2045687,29.0524811,53.0602886,20.1912,-1.00755,1.1,12,38,11.49,-3,53,58.6,13-09-2010
131.4671,-51.1467,211.822,0.429,0.979449987,-5.280213,1.860473118,-5.3135378,29.148627,53.1409254,20.1565,-0.98358,1.1,12,41,42.02,-4,14,26.1,14-09-2010
131.9227,-51.143,212.792,0.485,0.976386172,-5.3291214,1.857372888,-5.4215917,29.2459616,53.2218193,20.1242,-0.95928,1.1,12,45,13.37,-4,34,53.7,15-09-2010
132.3898,-51.1282,213.7681,0.5411,0.973294463,-5.3767926,1.854210518,-5.5287122,29.3444733,53.3030573,20.0943,-0.93465,1.1,12,48,45.57,-4,55,21.1,16-09-2010
132.8686,-51.1021,214.7505,0.5975,0.970175587,-5.4231887,1.850986546,-5.634899,29.4441498,53.3847099,20.067,-0.90969,1.1,12,52,18.63,-5,15,48,17-09-2010
133.3594,-51.0644,215.7393,0.654,0.967030291,-5.4682707,1.84770151,-5.7401615,29.544978,53.4668322,20.0422,-0.88442,1.1,12,55,52.58,-5,36,14.1,18-09-2010
133.8623,-51.015,216.7346,0.7107,0.963859345,-5.5119989,1.844355939,-5.8445145,29.6469441,53.5494672,20.0199,-0.85882,1.1,12,59,27.46,-5,56,39.1,19-09-2010
134.3774,-50.9536,217.7365,0.7676,0.960663544,-5.5543323,1.840950353,-5.9479763,29.7500337,53.632648,20.0002,-0.8329,1.1,13,3,3.29,-6,17,2.8,20-09-2010
134.9051,-50.88,218.7451,0.8246,0.957443704,-5.595229,1.83748526,-6.0505689,29.8542311,53.7164012,19.9832,-0.80666,1.1,13,6,40.09,-6,37,24.9,21-09-2010
135.4453,-50.7938,219.7606,0.8817,0.954200668,-5.6346464,1.833961156,-6.1523192,29.9595201,53.8007473,19.9689,-0.78011,1.1,13,10,17.9,-6,57,45,22-09-2010
135.9983,-50.6948,220.7831,0.939,0.950935302,-5.6725404,1.830378518,-6.2532598,30.0658835,53.8857008,19.9573,-0.75325,1.1,13,13,56.75,-7,18,3,23-09-2010
136.5641,-50.5827,221.8127,0.9963,0.9476485,-5.7088665,1.826737802,-6.35343,30.1733028,53.9712693,19.9485,-0.72608,1.1,13,17,36.67,-7,38,18.3,24-09-2010
137.1428,-50.4571,222.8495,1.0537,0.944341181,-5.7435786,1.82303944,-6.4528762,30.281759,54.0574517,19.9424,-0.69861,1.1,13,21,17.69,-7,58,30.8,25-09-2010
137.7345,-50.3176,223.8937,1.1112,0.941014289,-5.77663,1.819283835,-6.5516511,30.3912316,54.1442368,19.9392,-0.67083,1.1,13,24,59.84,-8,18,40.2,26-09-2010
138.3392,-50.1639,224.9453,1.1687,0.937668797,-5.8079729,1.815471358,-6.6498135,30.5016993,54.2316012,19.9389,-0.64276,1.1,13,28,43.15,-8,38,46,27-09-2010
138.9568,-49.9956,226.0045,1.2263,0.934305708,-5.8375586,1.811602345,-6.7474276,30.6131394,54.3195077,19.9414,-0.61439,1.1,13,32,27.64,-8,58,48,28-09-2010
139.5873,-49.8123,227.0715,1.2838,0.930926049,-5.8653371,1.807677092,-6.844562,30.7255281,54.4079037,19.9469,-0.58572,1.1,13,36,13.36,-9,18,45.8,29-09-2010
140.2305,-49.6135,228.1463,1.3413,0.927530879,-5.8912578,1.803695857,-6.9412891,30.8388405,54.4967179,19.9554,-0.55677,1.1,13,40,0.33,-9,38,39,30-09-2010
140.8863,-49.3987,229.229,1.3987,0.924121287,-5.915269,1.799658852,-7.0376833,30.9530502,54.5858562,19.9669,-0.52754,1.1,13,43,48.58,-9,58,27.3,01-10-2010
141.5544,-49.1674,230.3199,1.4561,0.920698389,-5.9373182,1.795566249,-7.133817,31.0681295,54.6751963,19.9815,-0.49803,1.1,13,47,38.13,-10,18,10.2,02-10-2010
142.2343,-48.9192,231.4189,1.5133,0.917263335,-5.9573517,1.791418179,-7.2297522,31.1840493,54.7645815,19.9992,-0.46825,1.1,13,51,29.02,-10,37,47.4,03-10-2010
142.9258,-48.6534,232.5263,1.5704,0.913817304,-5.9753152,1.787214745,-7.3255282,31.300779,54.8538172,20.0201,-0.43821,1.1,13,55,21.27,-10,57,18.4,04-10-2010
143.6281,-48.3695,233.6421,1.6274,0.910361509,-5.9911535,1.782956035,-7.4211448,31.4182865,54.9426736,20.0442,-0.4079,1.1,13,59,14.9,-11,16,42.8,05-10-2010
144.3406,-48.0668,234.7666,1.6842,0.906897191,-6.0048106,1.778642156,-7.5165463,31.5365382,55.0308988,20.0715,-0.37733,1.1,14,3,9.95,-11,36,0.1,06-10-2010
145.0628,-47.7449,235.8997,1.7407,0.903425629,-6.0162297,1.774273262,-7.6116142,31.6554989,55.1182433,20.1022,-0.34652,1.1,14,7,6.44,-11,55,9.9,07-10-2010
145.794,-47.4032,237.0416,1.797,0.89994813,-6.0253533,1.769849594,-7.7061741,31.7751315,55.2044906,20.1362,-0.31546,1.1,14,11,4.4,-12,14,11.7,08-10-2010
146.5339,-47.0414,238.1925,1.853,0.896466037,-6.0321233,1.765371504,-7.8000192,31.8953973,55.2894825,20.1737,-0.28416,1.1,14,15,3.85,-12,33,5.1,09-10-2010
147.2822,-46.6592,239.3524,1.9087,0.892980727,-6.0364809,1.760839466,-7.8929419,32.0162558,55.3731288,20.2145,-0.25263,1.1,14,19,4.82,-12,51,49.6,10-10-2010
148.0388,-46.2561,240.5215,1.9641,0.88949361,-6.038367,1.756254067,-7.9847609,32.1376648,55.4553998,20.2589,-0.22087,1.1,14,23,7.33,-13,10,24.7,11-10-2010
148.8036,-45.8319,241.6999,2.019,0.886006131,-6.0377219,1.751615987,-8.0753366,32.2595799,55.5363064,20.3069,-0.18889,1.1,14,27,11.39,-13,28,49.8,12-10-2010
149.5768,-45.3864,242.8877,2.0735,0.882519769,-6.0344855,1.746925973,-8.1645725,32.3819549,55.6158774,20.3584,-0.15669,1.1,14,31,17.04,-13,47,4.6,13-10-2010
150.3581,-44.9191,244.085,2.1276,0.879036038,-6.0285975,1.742184819,-8.2524071,32.5047415,55.694142,20.4135,-0.12427,1.1,14,35,24.28,-14,5,8.4,14-10-2010
151.1477,-44.4298,245.2919,2.1811,0.875556486,-6.0199974,1.737393344,-8.3388034,32.6278896,55.7711201,20.4723,-0.09164,1.1,14,39,33.14,-14,23,0.7,15-10-2010
151.9454,-43.918,246.5084,2.2341,0.872082699,-6.0086248,1.732552388,-8.4237383,32.7513466,55.8468181,20.5347,-0.05881,1.1,14,43,43.65,-14,40,41,16-10-2010
152.7509,-43.3835,247.7348,2.2865,0.868616294,-5.9944191,1.727662799,-8.5071956,32.8750579,55.9212303,20.6008,-0.02577,1.1,14,47,55.81,-14,58,8.7,17-10-2010
153.5641,-42.8258,248.9712,2.3383,0.865158926,-5.97732,1.722725435,-8.5891618,32.9989668,55.9943413,20.6706,0.00747,1.1,14,52,9.65,-15,15,23.4,18-10-2010
154.3848,-42.2445,250.2175,2.3894,0.861712282,-5.9572676,1.71774116,-8.6696249,33.1230142,56.0661297,20.7442,0.0409,1.1,14,56,25.19,-15,32,24.3,19-10-2010
155.2127,-41.6393,251.4738,2.4397,0.858278087,-5.9342024,1.712710845,-8.7485751,33.2471387,56.1365711,20.8216,0.07452,1.1,15,0,42.45,-15,49,11,20-10-2010
156.0474,-41.0098,252.7404,2.4892,0.854858096,-5.9080655,1.707635365,-8.8260069,33.3712767,56.2056398,20.9027,0.10832,1.1,15,5,1.45,-16,5,42.8,21-10-2010
156.8888,-40.3556,254.0172,2.538,0.851454101,-5.8787988,1.702515599,-8.901922,33.4953622,56.2733092,20.9876,0.1423,1.1,15,9,22.2,-16,21,59.3,22-10-2010
157.7364,-39.6763,255.3043,2.5858,0.848067927,-5.8463452,1.697352419,-8.9763314,33.6193265,56.3395504,21.0763,0.17646,1.1,15,13,44.72,-16,37,59.7,23-10-2010
158.5898,-38.9716,256.6018,2.6327,0.844701429,-5.8106487,1.692146688,-9.0492577,33.7430991,56.4043293,21.1689,0.21078,1.1,15,18,9.03,-16,53,43.5,24-10-2010
159.4487,-38.2411,257.9098,2.6786,0.841356498,-5.7716546,1.686899254,-9.1207352,33.8666065,56.4676027,21.2653,0.24526,1.1,15,22,35.14,-17,9,10.2,25-10-2010
160.3126,-37.4845,259.2282,2.7235,0.838035052,-5.72931,1.681610942,-9.1908086,33.989773,56.529314,21.3655,0.2799,1.1,15,27,3.06,-17,24,19,26-10-2010
161.1809,-36.7014,260.5572,2.7673,0.834739043,-5.6835635,1.676282547,-9.2595317,34.1125206,56.589389,21.4696,0.31469,1.1,15,31,32.8,-17,39,9.3,27-10-2010
162.0529,-35.8915,261.8968,2.8099,0.831470449,-5.6343658,1.670914832,-9.3269631,34.2347686,56.6477321,21.5776,0.34962,1.1,15,36,4.38,-17,53,40.5,28-10-2010
